prompt,Unnamed: 0,chosen,rejected,diff,source_index
Well that's 90 minutes of,13098," ""old white girls"" reminiscing about ""all black bugs"". And it gets", really great country music lessons I skipped out on. Instead of this hilarious rip-,3.76616953872e-05,2183
Well the reason,1500, I give this show a fair rating is gunslinger like Gary Heine.<br, for this is mystery - there's not a clue to what happened to Jane.,0.9951540953479706,250
Well this is the,18558, first time I have watched a monster movie and be crushed by the fact of the, first time I see eco-sming reliant sex/energy budget movie without reality,0.0003405426978132,3093
Well this just,14508, should be treated as a comedy. Not even a murder or rape scene will ever," shows they are more interested in making controlled porn movies, their participation as sugar babies",0.0080729440087453,2418
Well what can,11010, you do without such a hanky-panky? Fear not! It concerns, you do to end the damn thing? Can you approach Kevin Chou? What a,0.006714295828715,1835
Well! What can one say?,8970, It made me wish I were older. It would have made me sick. So, What teachers did they have to teach us?! I bet you were never really,0.0047539497027174,1495
"Well,",1080, I've enjoyed this very much.<br /><br />It's an intelligent," I didn't plan on this very much, we're sure there's a price",0.9962398076895624,180
"Well, I",15090, can't think of any other way to have another movie that has a much longer, can't say that about the Cryptoworld itself.<br /><br />,0.0982836291659624,2515
"Well, I bought the Zombie Blood",10398, Movie in whole black and white which was tightened to 1. Lots of screaming and,s and watching this movie was a life saver. Not my cup of tea,0.0005721191409974,1733
"Well, I can honestly",19788, tell that many of the fans I've seen none the wiser. It's a," say he ""grew up"" trying to steal every old sled in the Mont",0.0019990761065855,3298
"Well, I hate",13164, Christmas Esquire. They know they got in trouble for this stupid marketing ploy;, Emmy Welch. He was awful the past year.... I mean if he were to,1.0547344572900018e-05,2194
"Well, I like to",11124," make films which rely on sound. Among other points, this has to be my"," imagine a post-apocalyptic sci-fi movie like Terminator, a post-",0.1041576862335206,1854
"Well, I saw this movie",3510,", so I know that I stumbled across it. Had people thought of it as", on DVD last year and I was still shocked. Henry Winkler plays Dr.,0.995961384382099,585
"Well, I suppose the",6450," brain cells don't always have good reputations, so that was at least half", argument could work that way.) But clearly the concept was aimed in an alternate vision,0.0059128418797627,1075
"Well, I'll",15240, be damned if I didn't say my dissertation would have saved us from those experiments," admit, but the driving forces are gross. That includes the fact that Bruce Willis",0.0012564646312967,2540
"Well, TiVo recorded this because",17526," the chance to show it on film was nice and the really melancholic dance,"," a PR company wanted to put it in the public domain,"" Stephansen commented under",0.9948283944977446,2921
"Well, because",16164," nothing bad happens, they get convincing. This scares you for a minute or so"," there's a good reason this was rated R, it has to do with Sarah",0.4518614411354065,2694
"Well, how",19662, about if I said that Puerto Rican gunman had a homicidal goal? Or a, long have any of those been in jail for vaccine illiteracy? them are all,0.0025734576629475,3277
"Well, i can and",2256, will do better... UNLESS things are REALLY NICE.<br /><br," will copy Luthor into this movie. Even though i understand ""halfred"" is",0.0054076509550214,376
"Well, it",7128,"'s just sore. Also, the funny thing is that since I rented this film",'s weak. I'm not particularly fond of LARolas Cage in this biopic,0.0019264920265413,1188
"Well, it's Robin Hood",12318, was very underrated - The Blue Knight starring Christopher Lloyd didn't manage to crack the, tale and so cheesy you almost couldn't watch it. I like gangland films,0.0024207659298554,2053
"Well, it's all been said",14526," before. But people just love to share as much it provokes as possible,"," and done, and that could have been construed as a legitimate job move. Seems",0.9890454579144716,2421
"Well, maybe I'm just having",10212," fun, but this movie was another clever low flowfilm - themes were incorporated to", a bad time with The Comedians. I'm surprised that anyone on this site,0.998305444663856,1702
"Well, my goodness",20382,", if that was Bush, it would have been so bad. But he does",", what are you doing doing???<br /><br />Add to",0.9912571809254588,3397
"Well, not yet, at",8436, least the look on Cassavetes' face.<br /><br />Second, least from the information herein but that is just my opinion.) -5/10,0.0030104116303845,1406
"Well, on it's",3972," like being a homoerotic lesbian celebrates and encourages children, but adult idiots", own hardly worth doing ;-) )<br /><br />As I started,0.0011569504858926,662
"Well, on the endless quest for",17958," the best, Kevin Costner's got it all. So I thought here,"," the answers, the movie drifts along without a smile or a sound. Maybe",0.9967469297116625,2993
"Well, sorry for the mistake",19440,". For now, stick with the DVD version, you're probably back there somewhere",". It was a love note, a sojourn man should feel good,",0.0072959423996509,3240
"Well, the big money machine has",12378, made us happy. We won't stop fighting for its safety. Lately we," gone out of business. So I'll be down, yesterday for the final show",0.0064978599548339,2063
"Well, there you have",22080," it, over a dozen creative threads ""inspiring the audience to think like a", it: terribly ridiculous attempt at scientific belief.<|endoftext|>,5.235662683849998e-05,3680
"Well, what are",10308, actually victories? I guess it was just a simple test of common sense about winning," you seeing, Donkey the gorilla got sick from deer.<br /><",0.989944834029302,1718
"Well, what was fun... except",3084," instead of playing him, deciding who made his boss, and giving him the time"," it took awhile, not a lot of care, of course. I barely got",0.0009883989114314,514
"Well, where",1518," serveerest every human being, how could a man in slave bondage spend so much",'d they get such a bit? The direction was about as awful as you could,0.0003369940677658,253
"Well, you know the rest",1404,.<|endoftext|>,. Period. But I shall. And if these things suck (weren't,0.0026351111009717,234
Well. Astronaut,23340," Toby Walker's Stuart Gordon does it, and it's great. The scenery is"," is breaking in, things get very weird and the 'evil' ape apparently catches",0.9921875754371284,3890
Went,7740," up with Dave as well. He made good Stoch Knight, DEVIL"," too low on travel and took smoke and LSD, just as he drove, to",0.9961968450807036,1290
Wes Craven,21564, does have a long-suffering wife who is obsessed with her hair.<br, rec missed this opportunity to get a blown up dose of life back - and now,0.9924722899449988,3594
Whack!!! I got this movie,13920,!!!<|endoftext|>," when it was released - PQ-151,, ABOVE!, nobody reminds",0.9917348902672533,2320
What I found so curious about this,9474, film is how identified we are with one aspect of our roots (Stanford):," is that with all the LOTV information contained in so many movie, I was",0.0020495653152463,1579
What I hate about,2652," the movie: University classes. To me, it's a realistic portrayal of a"," this show is that it doesn't really help us in anything, if you've",0.99785151402466,442
What I think I'll,18690, just say is that this film is a great case study of the role of youth," do when my problems get on TV,<|endoftext|>",0.9962098544929175,3115
What Is It?,7950, - The way he does things to get to where he wants to go or meaning," It's very tough to make a good horror movie. However, I think it",0.0108737349510191,1325
What a,6744, wonderful film but that was no bad omen. The acting was fantastic the script," terrible omen, What happened to sorry doctors? What did Cameron do? We",0.9982079610344954,1124
What a boring film! To,18456, see this movie (as they are already good films) you have regular Dr.," get this film off the ground, the first time I saw it I sat back",8.209550287499937e-06,3076
What a crime...<,22320,"br /><br />The setting is plot twist - at first, we are","br /><br />Only once inside of the city can your soul be,",0.007285101339221,3720
"What a disappointment, especially",7044, when it was co-written by Tim Curry and directed by Kelsey Gramm, on the technical side. One of Mybringer's effects once started to show up,3.372144419700016e-06,1174
What a dog of,22962," devotion to go near. Three experts from Enming's Temple,oka GuruB"," a film, but this one must have been no fluke. Just stupid.",0.9969315096968784,3827
What a dreadful film this,17388," is.<br /><br />Avoid any direct sign4-blance players,"," film is, also overshadowed the brilliant performances by the brilliant cast, from Michael F",5.685898941000045e-06,2898
What a joke,14898,". 80 minutes into this nonsense, the bad guys start to bang on doors.",. Holy Gapi! <br /><br />I rented this with serious,2.4584587663000097e-06,2483
What a mess,18258,! I was cheering loudly on the television and he said how could the actors not,! Pity I was more than a little set in my favor. I thought,1.1045311111999986e-05,3043
What a piece of junk,18720, Jeff can just taste! presentable humour no matter what genre Funnies have, it is.<|endoftext|>,0.0015095249400474,3120
What a sad sight,14922, asking what miracles that is? The moment Cistercian stands side-by, to see live and 20 years and 1 billion subscribers cable TV over the Ebert,0.0010171185713261,2487
"What a terrible, TERRI",23568,"BLE, AND PROPER anti-corporate horde. And it all makes more",BLE movie... Lets watch it!<|endoftext|>,0.9819347298471258,3928
What a weekend. Two days,7194, shy of following to New York to rent. Two days not buying but going camping," ago I saw this movie again in which, whilst there weren't any scenes shoot",0.0001198053359985,1199
What an,2106, insult but easy right down to that final member of the almighty Bull****," FPS!"" the accompanying dialog fills up into quite a bit of garbage - it's",0.995006295386702,351
What an appalling piece of rubbish,10908,".""<|endoftext|>",... really.. it's very hard to describe... even,8.219329174700041e-06,1818
What an awful movie! The,14730," preachy acting, the errors in direction and the ending just hurt, how this", acting is poor - one has to get used to the money being spent in endless,4.995439667199934e-06,2455
What an awful show. Science,12744, fiction stuff that not believing what we're learning. A show which provokes feelings, fiction could have been infinitely more interesting if they had continued to show something about aliens,1.1176976840900055e-05,2124
What an incomprehensible mess of a movie,14934," - that was with two great British horror people - and the other, thankless",". Even if you can walk it down the street, it's just beyond yelling",2.562068402699961e-06,2489
What an insult to,23976, that. And under these circumstances he holds the score for what is a very nice, Austin. Music? Sheepz? Art? I'm sorry...I'm,0.0002857792424038,3996
What an unusual movie.<,9432,"br /><br />Clean very clean, very clean and very clean and very",br /><br />The movie shows a girl named Weber (Ernest,0.0002232193946836,1572
What begins,24564, to blow this movie wide open is that it is not for everyone. If you," by exclaiming ""This hunk of game-thing--it has to kill",0.9949718990246764,4094
What can I say about,12564," this movie? The premise is clean. First of all, there are not actually", this film which I haven't read and which I don't have a copy of,0.0087619796395302,2094
What did producer/director,5016, Jim Kirkpick talk about afterward for the movie? 2:01 for a commercial, Terry Scheider think about? His paycheck in Bikos was up to $,0.0013132870662958,836
What did the,2418," Japanese catch up with me?"" Halbert Stewart did cry, at first at first", viewer expect? And why did the director manage to outdo his friend? 0,0.0045671155676245,403
What do you get when you have,23790," a movie noir? Even with a dark dark, eye-rolling vene", so much flame and gore.<br /><br />At the start when,0.0007209214381873,3965
What do you get when you mix,17892, is a French Breakfast with German Tea with Italian Butternut Squash? <," in some ugly humor?<br /><br />Yes, really. Sam",0.0034658740041776,2982
"What does the "" Executive producer """,420, mean? *snort*)<br /><br />I thoroughly enjoyed this," mean, Carlson?<br /><br />""An Exodus"" was a",0.9968691790709272,70
What ever,7116, I did to watch this breath pumping Australian comedy I can only imagine it having to," happened to me the absolutely terrifying police training? Have you seen their videos, you",0.9310291334986688,1186
What happens when an army of wet,14946, filmmakers who enjoy the film are not following script correctly? <br /><br,-wearing psychopaths monitors your every move to ensure that every pub-boy,0.0049734555650501,2491
What has,5268," attracted you to Decimation? Most people criticize this, and the friendship that it"," it gotten from Paul Ryan's successor and company, Sarah Silverman.<br /",0.9976876479922794,878
What is,2592, a Boy Zombie? Was everyone saying that 'Oscar Winning' was for everyone," the use of ghosts in South Sudan? For Jimmy D's sake, there was",0.9872063845396044,432
What is the most,22272, menacing of all-time? <br /><br />The movie-killer, common fault with time travel? DID TIME OF THE NIGHT-TIME JOINS-,0.982768944464624,3712
What is this?! Is it,13944, Abu or an Angel Moraishi? Is this postcard from reality documentary?," the worst movie I've ever seen? Is DVD seriously bad? Heck, at",0.0008241723407991,2324
What made the original,2088, BET TV show a success was its marvellous original story and mind-bending," even more funny, is that an American scientist commits suicide?"" While this is ultimately",0.0034822821617125,348
What of Domino did,17880, he get right? Did the British not enslave other peoples to serve their country, he gain in Leone's Alone in the Dark? So what is his description of,0.0183586552739143,2980
What reviewers and MST3K,18384," users saw was itself, or at least peeked closely at, the toilet!", viewers don't understand is that the female lead is thirteen years old and hasn't,0.00094259576872,3064
What the,19956," ""science"" behind the AA's putting mines through Chinese baths was; apart from"," Hell Was That?"" Sadly, according to a 90-minute documentary and I only",0.0006459822179749,3326
What the hell is in your minds,13482, when you watched the Matrix?<|endoftext|>,? Or did it just be just another Hollywood horror flick ended in a Hollywood photographer,0.0007064225501381,2247
What the........... is this?,4278," I don't think it's in Broadway never 10 years from now. Now,", (after one of the main plot twists) (they must find a way to,1.4385499525900031e-05,713
What was,636, Clindell's attempt to advise us about The Avengers before building this from any, in this movie?!! What I thought was funny about with that movie was the,0.0003244905383325,106
What was an exciting and fairly,2130," peaceful complaint about a western Cinemassia, I can say that somehow the script", intense thriller? Awful. Jamie Kennedy is a worthy adversary. Inspector Finlay,0.0004830643301828,355
What we have,14274, seen already creates a situation wherein Jennifer Aniston becomes a pinky snooty, in the movie is the protagonist who takes his father's bait seeking help from his,0.0001067984849213,2379
What we have here,11310, is the organization's defense for protecting our country. About as common and illegal as," is a female killer that drives a big truck through the town, ruining a life",0.9508828361285852,1885
What we have here is a film,20880," that has wide spread interest. This is sound architecture, Tolkien's music and Radar", that played in a theater in Hudhagen where a young pianist named Rh,0.9972526910714808,3480
What's,7302, with all the liddds*? Or are they Americans? Anyway it wasn," very sad right now is that the dialog I read was pure anarchic, as",0.0015360180404968,1217
What's up,6468, with that? I've been waiting for all along. I can't believe the,", Jeff? Why is this review being done after I've posted on the cover",5.73054421699993e-06,1078
What's with Indonesian musical movies,20244,??!! Yes!! I'd like to watch the movie and see what happens,? The '40s The Sex Pistols were released under a 'Total Att,0.9894071288872512,3374
What's with the murky,9918, comedy-movies scene?<br /><br />That little observed bit, and dead undercurrents? Dumb and tired are usual ingredients here. Never could,0.0013850661925971,1653
What?,2274, Special thanks to Cenk Uygur for capturing some of the channel's, And why? Because I'm a crafty Hollywood cheater; I got a,0.9904775256291032,379
Whatever his name is (the writer,16416," with director Chadwick James Hughes kind of smells like a virgin girl!), Tom turns"," only has footnote about their running a coke dispenser), then they end up",0.0063277977751567,2736
When 'My De,16536,"arest',"" by the late Philip Zelikow, dug deep into the moral analog",arest' ended during the First World War the west had no land secure from the,0.0019651055335998,2756
When Ben (Red Foxx),19470," comes to expect his own troubles, however, ""What they call working day""", revolts against his evil superiors interviewed for being a child agent for this musical.,0.9595890548080204,3245
When George C. Scott played,5958, the retrieved fish he loved and collected in Miami on a six year fishing trip.," wanted-to-be jester, he developed relationships with other characters via fame",0.0023062825202941,993
When I,42, watched Sunday's low budget deeply flawed comedy this show served me well and I can, started watching this movie it was harder to see why other people didn't like it,0.0026353001594544,7
When I began watching,13758," Rob Lowe's film on Friday evening, I've seen other movies that pop up"," the movie at 5 AM, I felt like I was watching the film over and",0.9916571928188208,2293
When I bought this DVD I though,4590," that ""you need to see it in a theater"". To my surprise I saw"," I could redeem myself from the diet of the Lord, all the deeper knowledge he",0.9950054404325784,765
When I decided to,9798," watch the trailer, I did not sit and wait and slid face down on the"," check out this movie, I'm glad I did. It was a complete waste",0.0789014209876768,1633
"When I first heard about """,22920,"A Tale of Two Men"" I was SO excited to bounce on the screen and","King of Diamonds"", my first reaction was ""what a joke!!?""<",0.99761941988254,3820
When I first saw,4410," The Wedding Singer Neil Druckmann again, I was quite ready to see this"," ""Attack of the Killer Wing"", I knew I did not need to revisit this",0.99683413351886,735
When I first saw this,14784," earlier I was impressed as I saw a couple of things. First of all,"," film at a cinema in Romania, I questioned whether this was filmed from the Spanish",0.9962690649554132,2464
When I first watched the show,24192, I was asked if I was going to watch it tonight. A lot of people," two years ago, it was not an original concept or are most of its characters",0.996920828707516,4032
When I found,23262," another Bible story in Hebrew, one was filled with wisdom through emigration and trump", out that I had my share of inventive musical theatre moments there was no stopping me,0.0001536607742311,3877
When I go out to the,16758," beach for the summer, I leave without taking my shirt off unless I'm ready", cinema and see this film and am still not seeing the bottom of the barrel no,0.0059628785238601,2793
When I go to,16008," ivy's, chances are, his final movie is on Amazon, and it"," the cinema, usually in a bar free of unnecessary extras, and find the subtitles",0.7362799942493439,2668
When I heard that the Dukes,19278," had decided that the project would rival their success in the void, I have to", of Hazzard film is about to turn into director-supernatural horror/,0.0040011613164097,3213
When I look back,16074," on Young and Middle-aged Peter Winkler on Gay Marriage, I think why"," on a year that is remembered by a haunted house that appeared in 1974, I",0.0016384124755859,2679
When I ordered this from,2970, Walmart.com; they told me it was AMAZING!!!! And then, RKO about 80 minutes ago I finally got a chance to see it at the,0.9831019891425968,495
When I read the summary,19566," of the original movie, I laughed its way through.<|endoftext|>",", I was skeptical. After all, this was the first TV movie ever made",0.9949872107245028,3261
When I refer to Malice as,24336," brilliant fashion experiences, I try to express how huge the career opportunities for me were"," the eating mechanism of bacteria and how he uses the kinds of stupid, deluded",0.996861827967223,4056
When I sat down to watch,4698," this movie it just caught my attention, I thought about the story and aspects of"," this, I wondered about the world: it seemed like a movie recording our movies",0.9914706386625768,783
When I saw the,2430," new ""Regina"" DVD, I was about to jump from bed to bed"," DVD box artwork, the story of these three knights was not expanded on the screen",0.0111259456025436,405
When I saw this movie,11952," in Vancouver, I'm quite familiar with it as I'm in the early period",", I thought it was brilliant, but actually it turned out to be a bit",0.9857549602165818,1992
When I started watching this movie I,4140, was hoping it would have managed to achieve a similar international reach. With the amount, expected a film like this to have a particular message. I was surprised that it,0.0018544832710176,690
When I was,19722, a kid Dominic was at a kid's party. It worked for me because I," still trying to meditate on this film, it all changed and I realized how",0.0016146898269654,3287
When I was at the movie,2550, theater when they filmed 'The Reunion' I said 'what the hell.," people poked fun on me and once again speaking so lame, blurb of the",0.9941764739342036,425
When I was kid back in the,17652, late 1990s I read many stories about how this hippie explosion was happening at, 90's my parents would bang carelessly on it and tell me that T.,0.9708643154008316,2942
When I was younger I,2190, was very familiar with Pacobian stars Roger Broad and Marc Mário as, believed there wasn't a chance you could spend an eternity at a rebellion ,0.981997223570943,365
When I'd,8388, seen this I couldn't help but feel that the arrival of Morgana had been," judge them 'out loud' for that character, I can't think of exactly",0.9941692855209112,1398
When In Rome is a definite,24384, must see and sickens the eyes and will of people.<br /><br," box office disappointment, I decided to skip it because of the sound track and there",0.9925611442304216,4064
When Marlene,5574," persists a lie, the film approaches the viewer concerning what lies behind her depressed character"," B again leaves in love with who, according to David S. Allin's",0.0042793154716491,929
When Ritchie first burst on,20946," Broadway in 1978, he certainly had a lot he could do with the material."," the scene much to the surprise of the film industry, his film has already had",0.0146864056587218,3491
When a man who,480, resembles Michael Mallory attempts to regale us with immortal ramblings about murder, plays the part of a London ex-cop keeps demanding his retirement exactly the opposite,0.0003458390710875,80
"When a movie like ""The D",19356,"arkside"" was produced over fifteen years ago, its age did not help his","uke"" was fun.<br /><br />Except for the two main performances",0.0005215270211919,3226
When a small glob of,16614," powder resembles hooping a shotgun on a string and smoking it, the ""Hispanic"," flesh and blood streams from garish eyeballs holding the title of the series,",0.0006016146508046,2769
When an attempt is made,414," to suppress these things (most prominently an imaginative ""City Lights"" and explanatory in", to find a way to convince the viewer to kill his best friend he strongly suggests,0.8347737789154053,69
When anyone comes,15516," across the story of the vote Thursday night we know enough, would it be a"," across a Superman movie that isn't so bad, then you have to see it",0.8627326637506485,2586
"When converting a book to film,",2484, usually I have to admit that this type of filmon doesn't work so perfectly, HBO's Gift Of Fate continued to send cheap shots (hint hint hint hint,0.0093226850731298,414
When i finally had the opportunity to,18090, rent this film i was absolutely blown away. This film went above-board.," watch the film... i was stunned beyond words. Truly unbelievable, wondrous job",3.057718276977539e-05,3015
When i first saw this film i,22650, couldn't believe that Sony was making it. But now i must refer you to, thought it was really hilarious. The characters were brutally trashy and the acting was,0.0004270924255251,3775
When it comes,14058," to the graphic scenes, as the story progresses, certain interaction issues and language are"," to gambling, clearly the roles were there for this film to have. However,",0.9854793874546888,2343
When people ask me,22560," why I don't watch the network, I recently saw a pilot, based on"," TV title, 'the Robot King', I think 'Penkeater Collapse",0.99398514139466,3760
"When setting out this film,",13092, it goes down very hard. The picture is mildly good and some of the accents," I must add three limitations: first, almost all the CGI is played with a",0.0010900232591666,2182
When the folks at K,8166,ORA Galaxy came along so quickly this was a great film. SKILL team,"elt have seen this movie in theaters, I can tell you what I'm going",0.9804774187505246,1361
When the young Kevin gets the,19932," chance to find out what he does, he has to find out what actually happened"," opportunity to act against one of his superiors at the cost of his fellow citizens,",0.0047789812088013,3322
When they killed off John Amos,14352,", they don't tell anyone about another suffering boy. One day, JoJo"," and other hostages, Lehman mannered and made his way towards the beheading",0.0135272485204041,2392
When will,810," he be released to Go Ahead, the hold still runs he signal horses, towards", this film rank? Probably it won't.<|endoftext|>,0.0020672141108662,135
When you get your hands,19218," on her, you'll probably enjoy her interview lyrics as she delivers them to the"," on some killer bios for the non-player, they look exactly like their """,0.652756775263697,3203
When you go at an open air,5442," films house, and get their rating on the last page every 6 months, you"," celebration in front of this screen the whole team reacts like that, wincing when",0.989320468623191,907
When you see Boris Karloff,5166," in the movie, who can he really be? Who's holding off the Israelis"," and Elijah Wood dancing/acting for awhile, but helplessly, the movie is",0.0035378383472562,861
Whenever I make up a list of,18894," movies I like and vote for them, I listed all the movies I picked and"," the actors and actresses that did an outstanding job, I felt I might be missing",0.8315797597169876,3149
Whenever a Columbo story,3816," should converge on a successful plot and an unexpected twist, characters appear frequently and revolution", started out richer and well-acted then isn't Waking Times. The premise,0.966746751219034,636
Where do,18084," you feel about other people who go to Columbine?"" ( got ""I'm"," they call us, or call me? Come on! He is unfortunately what disgu",0.9792003458132966,3014
Where do I start?,23322, Well find the script and I'll let you settle in for the rest of the, Why do Walmart cry so much? Why dawg? Why good at acting,0.0132908951491117,3887
Where the,13524," hell did in the first two episodes:);<br /><br />""", Seymour Lee In 1945? The fact that Holland was embarrassed about field trials for opened,0.0031450050882995,2254
Where to,7272, see since this is a real joint for all viewers.<br /><br />," find out how this movie was made, what was represented as masterpieces, and",0.9925444331020116,1212
"Where to begin, there's so",13722, much about every B.O.K. moment you've just stolen at the," much stuff about this movie we kind of prevented ourselves satisfied, which was probably the",0.9980021161027254,2287
Where to begin. This movie,11988," is, unlike most romantic comedies, perfectly executed in its melodrama and"," is obviously the real thing and devoid of any conventional or ""social"" light-",0.0009523034095764,1998
Where to begin? <,12108,br /><br />The first fantasy I ever sat through was a Harry Potter,"br /><br />First Mind, where does it begin?<br /",0.0033249012194573,2018
Where to start,4728, out: one of the promising leads is actually killed (even eerily as,"? Poor Robin Hood? Hyde is an okay character, struggling (mostly unsuccessfully)",0.0062528696726077,788
Whether you watch the regular version of,18972," the show, you probably agree with the french prosecuting any crime they believe will be", the show on TV you will know what right ad-libbed dialogue you see,0.992658431234304,3162
"While ""Santa Claus Conqu",17658,"ers Lila,"" and ""Santa"" longtime friend ""Desperately Seeking Susan","ers"" the main characters must tie some strings attached, and thwart the super-",0.0182816386222839,2943
While I have never been a,6810," missionary, I still think that a G-rated movie is OK. It's"," fan of giant birds in place of King center winged goblets, I",0.9887259169481696,1135
While Leon is cute on SN,9834,"L, Dale is pleasant and brief, Tara is NOT cute but very nice and","L, Jay, Macy and Pratt. Malcolm Roberts plays Billy. Marguerite",0.0017616152763366,1639
While William Shater can,11550," turn him into a wax detective and be put in jail, it's almost exactly"," throw the ultimate rocker, in just 20 minutes, Jason Statham adds an",0.0005229096859694,1925
While being,1116," very low energy and soft, this film is quite funny. Michael Jackson is a"," responsible, obviously, of defending gays they really did promise nothing! And yet here",0.9942950713448224,186
While filming an,21312," attempt at making sense of war, this first-person light thriller marks a accidentally", excellent movie - albeit one that has nothing to do with the original - there needs,0.0070254802703857,3552
While flipping,9018," a page on the relationship between Cross and Scott Thompson back in 1992, it's"," through the DVDs to see the two ""agenda"" with Lopran",0.990446666488424,1503
While it,1308,"'s based on bad criminology* by Campbell, Bey is quite spot", became public knowledge that Warren Love and Bill Nye were co-presenting the,0.0010558962821959,218
While it contains facts that,10374," point toward victory for the Bahnla clan, this movie might be considered a"," go well beyond the ""facts"" but not correctly managed to tell director Christopher Bar",0.0116223345976323,1729
While not as bad,19842," as Coastal Creatures, the film is worth its time and many a dollar chances missed"," as Twilight, Zombi is a fun ride. Lots of action and well",1.4603137969970705e-05,3307
While not quite as monstrously prep,23886,"osterous as Seagal/Soli, overall the TV series might be","osterous or brutal as some of its predecessors, I'd still NOT give it",0.0018124178168364,3981
While on a vacation,9096," again, I caught up with Furunya Mizugaki. Ryosuke Tak",". The men we meet sometimes made do with the still-strong heroes, who",0.0027786493301391,1516
While some scenes of training were realistic,6426, which made it a bit more believable. Its also good to see Tim Robbins or,", particularly the contact between a smashed tree and Murphy.<br /><br />",0.0063834190368651,1071
While watching this,9126, flick you are in for extreme reactions and wonder what is attached to Jack Blackbur," series moving for nothing, as any low(ish)of momentum will attest,",0.0052751903422177,1521
"Who are these ""They""- the",48, ones who travel insane to seek asylum!<br /><br />Great point," most dependable members of your own community? Are the assigned ""teachers""",0.0033776694908737,8
Who in their,24318," right minds could care less about the released movie 'The Lucky Few' and,", right mind is going to listen to such rubbish? There can be nothing unfriend,0.0036806149873881,4053
Who in their right mind,7188, would want to tell me she could be more of an actress today? I guess, would compare this movie to Spider-Man 4 on that basis?<br /,0.003289015032351,1198
Who is Bettie Page? I,13080," feel like that lady in tradition must have been ""out there"" nannad",'m sure you know her better. I don't believe Bettie Page is one,0.0013281038845889,2180
Who? What,11844,. You. Could. Be Happy. You. Could. BeDeep. the," in da name is this evil god recommending? Oh, don't even get me",0.992452170175966,1974
Whoa boy,16548,", what happened to prince?!"" he took in; ""Whoa boy. Let",.... NO IMPLYING amount of time he spends crying but his face is blood,0.9485037419945004,2758
Whoever gave this movie rave reviews,9762," and as soon as I started renting it, it hit me: This is the",", could it be why the company gave this movie a defacto release?",0.0004591345787048,1627
Whoever made this movie must have done,11088," his best self. Basically it's pure exploitation. Again, you have no idea", 16+ hours of free motion porn and realized he didn't have a mouth.,8.268456440399985e-06,1848
Whoever made this nonsense completely missed,21720, the point of the film also.Suzy Robinson was like a little haird, the point of the movie: Miroslav Borisov had in virtually every way,4.297529812900044e-06,3620
Whoever wrote the screenplay for this,36,"? :) If you read the book, and look at familiar films being adapted or",", I'm not sure who did it.<br /><br />Helen",0.9976941643981264,6
Whoever wrote the script for,16134, Love and the City would be delighted to hear and have seen the last of that," the film is Gabbard, Tyler is Dr. Wolfgang and he's a",0.0016042592469603,2689
Whoo,24738,"ight Ends is a film I would watch in the late 90's. Yes,","! A baby is born this morning. Sir! (laughter)""All right!",0.0003709197044371,4123
Why Hollywood feels the need to,4512," do this, so it's just done. And here we are, a month"," reward reality films for funding, they want crying woman (Lou Cantor by the way",0.005697390064597,752
Why did,8484, this movie end a year later? Was Jared doing it more? Is it okay," Michelle thought this film looked a ""compelling one"", that was actually very odd",0.0003343629068694,1414
Why did I go to see,19578," Terry, Isabelle, and Anna. And it should have been Mary Kayne", this? from start to finish held me between the stream and my phone because I,0.0001176983932965,3263
Why did the,10140, characters u mean those? Kris is Jasmine's ass!! B&W!!!!!, F-&-d need names like this creeped out movie just for that,0.0015649958513677,1690
Why do,12954, you think I need to explain? Cool. Cool. No wasted character development., we expect democracy to find the truth? It would be nice if somebody could figure,0.4692465860862285,2159
Why do I constantly do this,23424, movie are I scared to miss what anyone says?<|endoftext|>, review? This hipster-movie didn't get far. Carlotta Sheff,0.0003935275017284,3904
Why is it that when a star,1812," wears the hood of a train and isn't hooliganized as Dylan,"," is making a star out of fake press, they randomly send a writer 31 stories",0.0049099228344858,302
Why is this show,5790," great? The show is tough, but at times unlike other programs the characters they"," supposed to be tongue-in-cheek, eh? There are worse ways",0.9983733480912632,965
Why me?,6936, Kind of fault me. People from a certain situation could have waited to see this, Call it faux pas! Stop reading because that was one scene I LOVE! How,0.0267892809351906,1156
Why such,17706, a nut could be placed would be an absurd predicament. So decide on another suggestion, a wasted opportunity should ever see the light of day. This disaster should not be,0.000155380635988,2951
Why take a show,19284," like ""Gotham by Bushes"" or ""St. Vincent"" out"," you often face, which is less a comedy than directing it? This is not",0.0009257132769562,3214
Why were there so many,11730, French and Italians (seriously! Very few?)?? People from Eastern Europe who," zero stars!"" <br /><br />True, we both missed one good",0.0009033770766109,1955
Why would any legitimate,14070, kid accept a cartoon like this and adapts it to be finished? Right!," here even consider ordering some from us, saying that they are made to melt the",6.24149106440001e-06,2345
Why would anyone want to see,11508, a film should result from distracting the director or actor from other parts of his personality, this movie?<|endoftext|>,0.0005736934253946,1918
Why? Because for,12510, if Mary was just paper-thin as matronly Priscilla Dinnerfield," all that calming banality, How they got accomplished and this makes no sense someone",0.0020780666964128,2085
Will they ever make movies without,16062, taking them seriously? I'm really glad Grmesresahl had a well-," Philo or Samuel L. Jackson? Okay, maybe someday. My advice is",0.9680573232471944,2677
William Hurt scuba diving,21624," and cinematography); this match, when compared to max bottle under pressure, can", with Captain Laurel Bogard in the dock where they ran into a kung fu,0.9874582011252644,3604
